date,state,district,pincode,bio_age_5_17,bio_age_17_,total_updates
2025-05-27,Rajasthan,Jaipur,302005,0,1,1
2025-05-27,Rajasthan,Jaipur,302020,14,28,42
2025-05-27,Rajasthan,Jaipur,302022,0,9,9
2025-05-27,Rajasthan,Jaipur,302031,20,51,71
2025-05-27,Rajasthan,Jaipur,302032,0,3,3
2025-05-27,Rajasthan,Jaipur,302033,5,18,23
2025-05-27,Rajasthan,Jaipur,302034,5,16,21
2025-05-27,Rajasthan,Jaipur,303001,8,8,16
2025-05-27,Rajasthan,Jaipur,303003,2,3,5
2025-05-27,Rajasthan,Jaipur,303006,7,8,15
2025-05-27,Rajasthan,Jaipur,303107,4,9,13
2025-05-27,Rajasthan,Jaipur,303119,7,13,20
2025-05-27,Rajasthan,Jaipur,303328,5,35,40
2025-05-27,Rajasthan,Jaipur,303338,3,12,15
2025-05-27,Rajasthan,Jaipur,303348,2,1,3
2025-05-27,Rajasthan,Jaipur,303701,10,13,23
2025-05-27,Rajasthan,Jaipur,303712,8,18,26
2025-05-27,Rajasthan,Jaipur,303905,4,15,19
2025-05-23,Rajasthan,Jaipur,302001,5,17,22
2025-05-23,Rajasthan,Jaipur,302020,10,38,48
2025-05-23,Rajasthan,Jaipur,303003,6,6,12
2025-05-23,Rajasthan,Jaipur,303102,4,7,11
2025-05-23,Rajasthan,Jaipur,303104,7,14,21
2025-05-23,Rajasthan,Jaipur,303348,6,5,11
2025-05-23,Rajasthan,Jaipur,303602,7,9,16
2025-05-23,Rajasthan,Jaipur,303603,9,24,33
2025-05-23,Rajasthan,Jaipur,303701,11,18,29
2025-05-23,Rajasthan,Jaipur,303706,3,5,8
2025-05-23,Rajasthan,Jaipur,303712,4,9,13
2025-05-23,Rajasthan,Jaipur,303802,2,2,4
2025-05-23,Rajasthan,Jaipur,303807,0,6,6
2025-05-21,Rajasthan,Jaipur,302003,19,30,49
2025-05-21,Rajasthan,Jaipur,302018,5,10,15
2025-05-21,Rajasthan,Jaipur,302021,7,40,47
2025-05-21,Rajasthan,Jaipur,303003,5,8,13
2025-05-21,Rajasthan,Jaipur,303009,3,7,10
2025-05-21,Rajasthan,Jaipur,303107,1,9,10
2025-05-21,Rajasthan,Jaipur,303108,8,18,26
2025-05-21,Rajasthan,Jaipur,303305,3,10,13
2025-05-21,Rajasthan,Jaipur,303338,2,13,15
2025-05-21,Rajasthan,Jaipur,303602,2,7,9
2025-05-21,Rajasthan,Jaipur,303701,8,9,17
2025-05-21,Rajasthan,Jaipur,303706,4,10,14
2025-05-21,Rajasthan,Jaipur,303806,1,10,11
2025-05-21,Rajasthan,Jaipur,303903,1,5,6
2025-05-21,Rajasthan,Jaipur,303905,6,12,18
2025-05-25,Rajasthan,Jaipur,303007,0,1,1
2025-05-24,Rajasthan,Jaipur,302006,4,16,20
2025-05-24,Rajasthan,Jaipur,302018,4,2,6
2025-05-24,Rajasthan,Jaipur,303001,1,8,9
2025-05-24,Rajasthan,Jaipur,303003,1,2,3
2025-05-24,Rajasthan,Jaipur,303005,2,7,9
2025-05-24,Rajasthan,Jaipur,303109,7,5,12
2025-05-24,Rajasthan,Jaipur,303305,1,6,7
2025-05-24,Rajasthan,Jaipur,303507,0,1,1
2025-05-24,Rajasthan,Jaipur,303702,3,5,8
2025-05-24,Rajasthan,Jaipur,303704,0,6,6
2025-05-24,Rajasthan,Jaipur,303804,5,6,11
2025-05-24,Rajasthan,Jaipur,303905,0,8,8
2025-05-24,Rajasthan,Jaipur,303908,0,1,1
2025-05-26,Rajasthan,Jaipur,302001,6,10,16
2025-05-26,Rajasthan,Jaipur,302012,28,87,115
2025-05-26,Rajasthan,Jaipur,302016,10,35,45
2025-05-26,Rajasthan,Jaipur,302021,8,34,42
2025-05-26,Rajasthan,Jaipur,302031,16,22,38
2025-05-26,Rajasthan,Jaipur,303007,6,5,11
2025-05-26,Rajasthan,Jaipur,303104,8,16,24
2025-05-26,Rajasthan,Jaipur,303106,8,13,21
2025-05-26,Rajasthan,Jaipur,303107,3,13,16
2025-05-26,Rajasthan,Jaipur,303305,5,12,17
2025-05-26,Rajasthan,Jaipur,303338,6,12,18
2025-05-26,Rajasthan,Jaipur,303601,5,13,18
2025-05-26,Rajasthan,Jaipur,303602,5,9,14
2025-05-26,Rajasthan,Jaipur,303604,9,20,29
2025-05-26,Rajasthan,Jaipur,303802,0,1,1
2025-05-26,Rajasthan,Jaipur,303901,8,14,22
2025-05-26,Rajasthan,Jaipur,303904,4,9,13
2025-05-26,Rajasthan,Jaipur,303905,5,14,19
2025-05-28,Rajasthan,Jaipur,302018,2,10,12
2025-05-28,Rajasthan,Jaipur,302028,4,17,21
2025-05-28,Rajasthan,Jaipur,302029,18,37,55
2025-05-28,Rajasthan,Jaipur,302033,3,9,12
2025-05-28,Rajasthan,Jaipur,303004,0,3,3
2025-05-28,Rajasthan,Jaipur,303009,2,3,5
2025-05-28,Rajasthan,Jaipur,303119,8,6,14
2025-05-28,Rajasthan,Jaipur,303305,8,11,19
2025-05-28,Rajasthan,Jaipur,303601,1,5,6
2025-05-28,Rajasthan,Jaipur,303706,3,5,8
2025-05-28,Rajasthan,Jaipur,303805,13,14,27
2025-05-28,Rajasthan,Jaipur,303901,4,17,21
2025-05-28,Rajasthan,Jaipur,303904,4,12,16
2025-06-01,Rajasthan,Jaipur,302021,5,6,11
2025-06-01,Rajasthan,Jaipur,302022,5,1,6
2025-06-01,Rajasthan,Jaipur,303110,0,1,1
2025-06-01,Rajasthan,Jaipur,303905,2,0,2
2025-06-01,Rajasthan,Jaipur,303908,0,2,2
2025-05-29,Rajasthan,Jaipur,302020,12,24,36
2025-05-29,Rajasthan,Jaipur,302025,0,1,1
2025-05-29,Rajasthan,Jaipur,302034,3,12,15
2025-05-29,Rajasthan,Jaipur,303002,3,5,8
2025-05-29,Rajasthan,Jaipur,303009,2,4,6
2025-05-29,Rajasthan,Jaipur,303012,9,22,31
2025-05-29,Rajasthan,Jaipur,303107,2,11,13
2025-05-29,Rajasthan,Jaipur,303108,11,20,31
2025-05-29,Rajasthan,Jaipur,303109,8,11,19
2025-05-29,Rajasthan,Jaipur,303110,5,7,12
2025-05-29,Rajasthan,Jaipur,303301,11,23,34
2025-05-29,Rajasthan,Jaipur,303348,0,6,6
2025-05-29,Rajasthan,Jaipur,303806,4,6,10
2025-05-29,Rajasthan,Jaipur,303903,2,11,13
2025-05-29,Rajasthan,Jaipur,303908,4,2,6
2025-06-02,Rajasthan,Jaipur,302002,20,40,60
2025-06-02,Rajasthan,Jaipur,302005,0,3,3
2025-06-02,Rajasthan,Jaipur,302012,27,98,125
2025-06-02,Rajasthan,Jaipur,302013,3,24,27
2025-06-02,Rajasthan,Jaipur,302024,0,3,3
2025-06-02,Rajasthan,Jaipur,302026,3,4,7
2025-06-02,Rajasthan,Jaipur,302034,1,8,9
2025-06-02,Rajasthan,Jaipur,302037,0,1,1
2025-06-02,Rajasthan,Jaipur,302039,12,29,41
2025-06-02,Rajasthan,Jaipur,303012,6,16,22
2025-06-02,Rajasthan,Jaipur,303104,5,12,17
2025-06-02,Rajasthan,Jaipur,303119,13,19,32
2025-06-02,Rajasthan,Jaipur,303507,0,5,5
2025-06-02,Rajasthan,Jaipur,303601,0,14,14
2025-06-02,Rajasthan,Jaipur,303801,9,8,17
2025-06-02,Rajasthan,Jaipur,303802,2,3,5
2025-06-02,Rajasthan,Jaipur,303807,2,2,4
2025-06-03,Rajasthan,Jaipur,302011,0,3,3
2025-06-03,Rajasthan,Jaipur,302012,24,84,108
2025-06-03,Rajasthan,Jaipur,302013,4,16,20
2025-06-03,Rajasthan,Jaipur,302017,14,42,56
2025-06-03,Rajasthan,Jaipur,302019,12,29,41
2025-06-03,Rajasthan,Jaipur,302020,9,22,31
2025-06-03,Rajasthan,Jaipur,302021,8,26,34
2025-06-03,Rajasthan,Jaipur,302026,1,8,9
2025-06-03,Rajasthan,Jaipur,302027,5,21,26
2025-06-03,Rajasthan,Jaipur,302031,11,29,40
2025-06-03,Rajasthan,Jaipur,302039,7,19,26
2025-06-03,Rajasthan,Jaipur,303009,1,3,4
2025-06-03,Rajasthan,Jaipur,303110,1,8,9
2025-06-03,Rajasthan,Jaipur,303119,6,17,23
2025-06-03,Rajasthan,Jaipur,303604,4,11,15
2025-06-04,Rajasthan,Jaipur,302015,4,18,22
2025-06-04,Rajasthan,Jaipur,302016,9,21,30
2025-06-04,Rajasthan,Jaipur,302028,6,23,29
2025-06-04,Rajasthan,Jaipur,302029,8,32,40
2025-06-04,Rajasthan,Jaipur,302034,2,6,8
2025-06-04,Rajasthan,Jaipur,302037,0,2,2
2025-06-04,Rajasthan,Jaipur,303007,6,10,16
2025-06-04,Rajasthan,Jaipur,303008,2,3,5
2025-06-04,Rajasthan,Jaipur,303109,13,17,30
2025-06-04,Rajasthan,Jaipur,303119,4,2,6
2025-06-04,Rajasthan,Jaipur,303302,2,6,8
2025-06-04,Rajasthan,Jaipur,303338,4,9,13
2025-06-04,Rajasthan,Jaipur,303602,3,12,15
2025-06-04,Rajasthan,Jaipur,303801,5,9,14
2025-06-04,Rajasthan,Jaipur,303805,7,16,23
2025-05-30,Rajasthan,Jaipur,302003,6,28,34
2025-05-30,Rajasthan,Jaipur,302004,7,14,21
2025-05-30,Rajasthan,Jaipur,302013,6,13,19
2025-05-30,Rajasthan,Jaipur,302019,7,22,29
2025-05-30,Rajasthan,Jaipur,302022,0,5,5
2025-05-30,Rajasthan,Jaipur,302023,0,2,2
2025-05-30,Rajasthan,Jaipur,303002,3,6,9
2025-05-30,Rajasthan,Jaipur,303007,3,13,16
2025-05-30,Rajasthan,Jaipur,303104,0,7,7
2025-05-30,Rajasthan,Jaipur,303305,9,14,23
2025-05-30,Rajasthan,Jaipur,303701,5,10,15
2025-05-30,Rajasthan,Jaipur,303702,1,7,8
2025-05-30,Rajasthan,Jaipur,303704,3,2,5
2025-05-30,Rajasthan,Jaipur,303905,2,11,13
2025-05-31,Rajasthan,Jaipur,302001,4,5,9
2025-05-31,Rajasthan,Jaipur,302018,2,7,9
2025-05-31,Rajasthan,Jaipur,302028,4,4,8
2025-05-31,Rajasthan,Jaipur,302034,2,8,10
2025-05-31,Rajasthan,Jaipur,303009,2,6,8
2025-05-31,Rajasthan,Jaipur,303302,3,1,4
2025-05-31,Rajasthan,Jaipur,303604,9,9,18
2025-05-31,Rajasthan,Jaipur,303704,0,2,2
2025-05-31,Rajasthan,Jaipur,303905,4,8,12
2025-06-05,Rajasthan,Jaipur,302003,15,32,47
2025-06-05,Rajasthan,Jaipur,302006,5,25,30
2025-06-05,Rajasthan,Jaipur,302016,6,29,35
2025-06-05,Rajasthan,Jaipur,302018,3,13,16
2025-06-05,Rajasthan,Jaipur,302022,2,5,7
2025-06-05,Rajasthan,Jaipur,302023,0,3,3
2025-06-05,Rajasthan,Jaipur,302034,2,15,17
2025-06-05,Rajasthan,Jaipur,303302,3,10,13
2025-06-05,Rajasthan,Jaipur,303704,2,9,11
2025-06-05,Rajasthan,Jaipur,303905,2,5,7
2025-06-11,Rajasthan,Jaipur,302004,6,26,32
2025-06-11,Rajasthan,Jaipur,302013,3,24,27
2025-06-11,Rajasthan,Jaipur,302026,2,18,20
2025-06-11,Rajasthan,Jaipur,302034,3,17,20
2025-06-11,Rajasthan,Jaipur,302037,0,1,1
2025-06-11,Rajasthan,Jaipur,303002,4,12,16
2025-06-11,Rajasthan,Jaipur,303003,1,13,14
2025-06-11,Rajasthan,Jaipur,303006,1,6,7
2025-06-11,Rajasthan,Jaipur,303105,6,12,18
2025-06-11,Rajasthan,Jaipur,303106,6,13,19
2025-06-11,Rajasthan,Jaipur,303108,14,28,42
2025-06-11,Rajasthan,Jaipur,303301,10,18,28
2025-06-11,Rajasthan,Jaipur,303305,8,6,14
2025-06-11,Rajasthan,Jaipur,303328,9,23,32
2025-06-11,Rajasthan,Jaipur,303603,10,29,39
2025-06-11,Rajasthan,Jaipur,303701,3,13,16
2025-06-10,Rajasthan,Jaipur,302029,18,28,46
2025-06-10,Rajasthan,Jaipur,302033,15,15,30
2025-06-10,Rajasthan,Jaipur,302034,4,11,15
2025-06-10,Rajasthan,Jaipur,302039,6,26,32
2025-06-10,Rajasthan,Jaipur,303003,8,6,14
2025-06-10,Rajasthan,Jaipur,303009,1,6,7
2025-06-10,Rajasthan,Jaipur,303105,7,19,26
2025-06-10,Rajasthan,Jaipur,303107,3,11,14
2025-06-10,Rajasthan,Jaipur,303348,2,2,4
2025-06-10,Rajasthan,Jaipur,303802,1,6,7
2025-06-10,Rajasthan,Jaipur,303803,7,3,10
2025-06-10,Rajasthan,Jaipur,303805,2,4,6
2025-06-10,Rajasthan,Jaipur,303901,15,10,25
2025-06-14,Rajasthan,Jaipur,302019,7,13,20
2025-06-14,Rajasthan,Jaipur,302021,4,24,28
2025-06-14,Rajasthan,Jaipur,302023,1,0,1
2025-06-14,Rajasthan,Jaipur,302033,5,5,10
2025-06-14,Rajasthan,Jaipur,303001,4,11,15
2025-06-14,Rajasthan,Jaipur,303003,8,10,18
2025-06-14,Rajasthan,Jaipur,303004,0,2,2
2025-06-14,Rajasthan,Jaipur,303006,0,3,3
2025-06-14,Rajasthan,Jaipur,303009,1,6,7
2025-06-14,Rajasthan,Jaipur,303105,4,8,12
2025-06-14,Rajasthan,Jaipur,303108,4,5,9
2025-06-14,Rajasthan,Jaipur,303109,7,4,11
2025-06-14,Rajasthan,Jaipur,303110,7,3,10
2025-06-14,Rajasthan,Jaipur,303121,0,1,1
2025-06-14,Rajasthan,Jaipur,303348,4,6,10
2025-06-14,Rajasthan,Jaipur,303601,0,2,2
2025-06-14,Rajasthan,Jaipur,303603,8,27,35
2025-06-14,Rajasthan,Jaipur,303604,6,7,13
2025-06-14,Rajasthan,Jaipur,303701,5,4,9
2025-06-14,Rajasthan,Jaipur,303702,4,4,8
2025-06-14,Rajasthan,Jaipur,303706,2,4,6
2025-06-14,Rajasthan,Jaipur,303805,4,4,8
2025-06-14,Rajasthan,Jaipur,303908,0,2,2
2025-06-15,Rajasthan,Jaipur,302012,1,7,8
2025-06-15,Rajasthan,Jaipur,302013,1,1,2
2025-06-15,Rajasthan,Jaipur,302016,0,2,2
2025-06-15,Rajasthan,Jaipur,302017,0,4,4
2025-06-15,Rajasthan,Jaipur,302029,1,3,4
2025-06-19,Rajasthan,Jaipur,302002,17,45,62
2025-06-19,Rajasthan,Jaipur,302012,34,102,136
2025-06-19,Rajasthan,Jaipur,302013,1,15,16
2025-06-19,Rajasthan,Jaipur,302021,10,35,45
2025-06-19,Rajasthan,Jaipur,302022,4,10,14
2025-06-19,Rajasthan,Jaipur,302029,11,34,45
2025-06-19,Rajasthan,Jaipur,302031,17,24,41
2025-06-19,Rajasthan,Jaipur,303107,7,9,16
2025-06-19,Rajasthan,Jaipur,303305,12,15,27
2025-06-19,Rajasthan,Jaipur,303328,14,31,45
2025-06-19,Rajasthan,Jaipur,303604,12,20,32
2025-06-19,Rajasthan,Jaipur,303702,28,15,43
2025-06-19,Rajasthan,Jaipur,303704,3,10,13
2025-06-19,Rajasthan,Jaipur,303712,6,9,15
2025-06-19,Rajasthan,Jaipur,303802,1,1,2
2025-06-19,Rajasthan,Jaipur,303805,5,14,19
2025-06-19,Rajasthan,Jaipur,303807,3,3,6
2025-06-22,Rajasthan,Jaipur,302002,1,5,6
2025-06-22,Rajasthan,Jaipur,302015,2,0,2
2025-06-22,Rajasthan,Jaipur,302016,2,6,8
2025-06-22,Rajasthan,Jaipur,302019,3,10,13
2025-06-22,Rajasthan,Jaipur,302034,0,2,2
2025-06-22,Rajasthan,Jaipur,303103,0,1,1
2025-06-23,Rajasthan,Jaipur,302001,6,12,18
2025-06-23,Rajasthan,Jaipur,302002,17,24,41
2025-06-23,Rajasthan,Jaipur,302003,2,16,18
2025-06-23,Rajasthan,Jaipur,302004,7,15,22
2025-06-23,Rajasthan,Jaipur,302022,5,5,10
2025-06-23,Rajasthan,Jaipur,302024,0,2,2
2025-06-23,Rajasthan,Jaipur,302027,9,20,29
2025-06-23,Rajasthan,Jaipur,302039,11,22,33
2025-06-23,Rajasthan,Jaipur,303003,10,15,25
2025-06-23,Rajasthan,Jaipur,303105,9,13,22
2025-06-23,Rajasthan,Jaipur,303108,18,37,55
2025-06-23,Rajasthan,Jaipur,303702,11,10,21
2025-06-23,Rajasthan,Jaipur,303904,4,10,14
2025-06-24,Rajasthan,Jaipur,302006,12,18,30
2025-06-24,Rajasthan,Jaipur,302011,1,1,2
2025-06-24,Rajasthan,Jaipur,302012,35,98,133
2025-06-24,Rajasthan,Jaipur,302013,13,17,30
2025-06-24,Rajasthan,Jaipur,302016,15,23,38
2025-06-24,Rajasthan,Jaipur,302019,3,9,12
2025-06-24,Rajasthan,Jaipur,302025,0,1,1
2025-06-24,Rajasthan,Jaipur,302037,3,3,6
2025-06-24,Rajasthan,Jaipur,303007,8,14,22
2025-06-24,Rajasthan,Jaipur,303008,16,24,40
2025-06-24,Rajasthan,Jaipur,303102,8,7,15
2025-06-24,Rajasthan,Jaipur,303103,17,30,47
2025-06-24,Rajasthan,Jaipur,303109,10,28,38
2025-06-24,Rajasthan,Jaipur,303603,19,26,45
2025-06-24,Rajasthan,Jaipur,303801,11,14,25
2025-06-24,Rajasthan,Jaipur,303804,2,4,6
2025-06-24,Rajasthan,Jaipur,303805,7,4,11
2025-06-26,Rajasthan,Jaipur,302011,0,2,2
2025-06-26,Rajasthan,Jaipur,302021,14,44,58
2025-06-26,Rajasthan,Jaipur,302027,15,15,30
2025-06-26,Rajasthan,Jaipur,302032,0,2,2
2025-06-26,Rajasthan,Jaipur,302037,0,1,1
2025-06-26,Rajasthan,Jaipur,303003,15,14,29
2025-06-26,Rajasthan,Jaipur,303004,6,3,9
2025-06-26,Rajasthan,Jaipur,303006,6,1,7
2025-06-26,Rajasthan,Jaipur,303007,4,16,20
2025-06-26,Rajasthan,Jaipur,303012,10,13,23
2025-06-26,Rajasthan,Jaipur,303104,11,11,22
2025-06-26,Rajasthan,Jaipur,303109,10,14,24
2025-06-26,Rajasthan,Jaipur,303302,7,8,15
2025-06-26,Rajasthan,Jaipur,303507,4,1,5
2025-06-26,Rajasthan,Jaipur,303601,3,8,11
2025-06-26,Rajasthan,Jaipur,303702,24,13,37
2025-06-26,Rajasthan,Jaipur,303704,3,3,6
2025-06-26,Rajasthan,Jaipur,303903,6,8,14
2025-06-26,Rajasthan,Jaipur,303905,3,15,18
2025-06-25,Rajasthan,Jaipur,302002,21,51,72
2025-06-25,Rajasthan,Jaipur,302015,3,12,15
2025-06-25,Rajasthan,Jaipur,302020,9,24,33
2025-06-25,Rajasthan,Jaipur,302025,0,1,1
2025-06-25,Rajasthan,Jaipur,303007,21,24,45
2025-06-25,Rajasthan,Jaipur,303603,25,23,48
2025-06-25,Rajasthan,Jaipur,303702,36,12,48
2025-06-25,Rajasthan,Jaipur,303704,1,6,7
2025-06-25,Rajasthan,Jaipur,303903,5,7,12
2025-08-12,Rajasthan,Jaipur,302001,11,15,26
2025-08-12,Rajasthan,Jaipur,302005,1,3,4
2025-08-12,Rajasthan,Jaipur,302011,1,1,2
2025-08-12,Rajasthan,Jaipur,302019,13,19,32
2025-08-12,Rajasthan,Jaipur,302021,8,31,39
2025-08-12,Rajasthan,Jaipur,302022,3,5,8
2025-08-12,Rajasthan,Jaipur,302027,8,20,28
2025-08-12,Rajasthan,Jaipur,302033,12,7,19
2025-08-12,Rajasthan,Jaipur,303005,6,13,19
2025-08-12,Rajasthan,Jaipur,303007,12,20,32
2025-08-12,Rajasthan,Jaipur,303008,18,25,43
2025-08-12,Rajasthan,Jaipur,303012,8,13,21
2025-08-12,Rajasthan,Jaipur,303102,18,11,29
2025-08-12,Rajasthan,Jaipur,303301,12,12,24
2025-08-12,Rajasthan,Jaipur,303328,4,16,20
2025-08-12,Rajasthan,Jaipur,303602,9,10,19
2025-08-12,Rajasthan,Jaipur,303706,5,12,17
2025-08-12,Rajasthan,Jaipur,303712,13,10,23
2025-08-12,Rajasthan,Jaipur,303801,6,14,20
2025-08-12,Rajasthan,Jaipur,303802,0,2,2
2025-08-12,Rajasthan,Jaipur,303807,1,1,2
2025-08-12,Rajasthan,Jaipur,303901,12,16,28
2025-08-13,Rajasthan,Jaipur,302004,7,25,32
2025-08-13,Rajasthan,Jaipur,302011,1,5,6
2025-08-13,Rajasthan,Jaipur,302012,43,111,154
2025-08-13,Rajasthan,Jaipur,302013,15,27,42
2025-08-13,Rajasthan,Jaipur,302021,9,28,37
2025-08-13,Rajasthan,Jaipur,302024,0,3,3
2025-08-13,Rajasthan,Jaipur,302026,3,20,23
2025-08-13,Rajasthan,Jaipur,302032,1,5,6
2025-08-13,Rajasthan,Jaipur,302033,4,9,13
2025-08-13,Rajasthan,Jaipur,302039,13,32,45
2025-08-13,Rajasthan,Jaipur,303002,5,10,15
2025-08-13,Rajasthan,Jaipur,303003,2,5,7
2025-08-13,Rajasthan,Jaipur,303006,0,8,8
2025-08-13,Rajasthan,Jaipur,303009,11,14,25
2025-08-13,Rajasthan,Jaipur,303104,4,11,15
2025-08-13,Rajasthan,Jaipur,303302,10,9,19
2025-08-13,Rajasthan,Jaipur,303328,7,11,18
2025-08-13,Rajasthan,Jaipur,303803,6,11,17
2025-08-13,Rajasthan,Jaipur,303903,5,9,14
2025-08-27,Rajasthan,Jaipur,302015,5,6,11
2025-08-27,Rajasthan,Jaipur,302016,26,29,55
2025-08-27,Rajasthan,Jaipur,302018,7,3,10
2025-08-27,Rajasthan,Jaipur,302021,7,23,30
2025-08-27,Rajasthan,Jaipur,302026,5,11,16
2025-08-27,Rajasthan,Jaipur,303003,2,6,8
2025-08-27,Rajasthan,Jaipur,303004,1,1,2
2025-08-27,Rajasthan,Jaipur,303007,7,14,21
2025-08-27,Rajasthan,Jaipur,303102,7,11,18
2025-08-27,Rajasthan,Jaipur,303104,1,3,4
2025-08-27,Rajasthan,Jaipur,303120,10,10,20
2025-08-27,Rajasthan,Jaipur,303123,0,1,1
2025-08-27,Rajasthan,Jaipur,303301,19,12,31
2025-08-27,Rajasthan,Jaipur,303302,0,2,2
2025-08-27,Rajasthan,Jaipur,303507,0,2,2
2025-08-27,Rajasthan,Jaipur,303601,2,9,11
2025-08-27,Rajasthan,Jaipur,303602,0,3,3
2025-08-27,Rajasthan,Jaipur,303603,14,16,30
2025-08-27,Rajasthan,Jaipur,303701,6,9,15
2025-08-27,Rajasthan,Jaipur,303802,1,4,5
2025-08-27,Rajasthan,Jaipur,303908,14,5,19
2025-08-10,Rajasthan,Jaipur,302001,2,3,5
2025-08-10,Rajasthan,Jaipur,302012,6,3,9
2025-08-10,Rajasthan,Jaipur,302017,1,1,2
2025-08-10,Rajasthan,Jaipur,302029,0,1,1
2025-08-10,Rajasthan,Jaipur,303012,1,1,2
2025-08-10,Rajasthan,Jaipur,303301,0,1,1
2025-08-10,Rajasthan,Jaipur,303338,0,1,1
2025-08-10,Rajasthan,Jaipur,303905,1,0,1
2025-08-09,Rajasthan,Jaipur,302002,1,0,1
2025-08-09,Rajasthan,Jaipur,302015,1,3,4
2025-08-09,Rajasthan,Jaipur,303104,6,5,11
2025-08-09,Rajasthan,Jaipur,303601,0,1,1
2025-08-09,Rajasthan,Jaipur,303802,1,2,3
2025-08-11,Rajasthan,Jaipur,302004,10,24,34
2025-08-11,Rajasthan,Jaipur,302006,7,23,30
2025-08-11,Rajasthan,Jaipur,302016,34,45,79
2025-08-11,Rajasthan,Jaipur,302023,2,1,3
2025-08-11,Rajasthan,Jaipur,303002,2,7,9
2025-08-11,Rajasthan,Jaipur,303107,15,11,26
2025-08-11,Rajasthan,Jaipur,303507,1,3,4
2025-08-11,Rajasthan,Jaipur,303706,0,9,9
2025-08-26,Rajasthan,Jaipur,302002,23,30,53
2025-08-26,Rajasthan,Jaipur,302015,12,15,27
2025-08-26,Rajasthan,Jaipur,302016,48,47,95
2025-08-26,Rajasthan,Jaipur,302020,25,27,52
2025-08-26,Rajasthan,Jaipur,302022,5,7,12
2025-08-26,Rajasthan,Jaipur,302025,1,1,2
2025-08-26,Rajasthan,Jaipur,303007,22,20,42
2025-08-26,Rajasthan,Jaipur,303009,17,3,20
2025-08-26,Rajasthan,Jaipur,303107,12,15,27
2025-08-26,Rajasthan,Jaipur,303108,41,23,64
2025-08-26,Rajasthan,Jaipur,303604,32,22,54
2025-08-26,Rajasthan,Jaipur,303702,15,21,36
2025-08-26,Rajasthan,Jaipur,303704,6,7,13
2025-08-26,Rajasthan,Jaipur,303706,20,18,38
2025-08-26,Rajasthan,Jaipur,303804,8,10,18
2025-08-26,Rajasthan,Jaipur,303903,6,9,15
2025-08-26,Rajasthan,Jaipur,303908,10,2,12
2025-08-25,Rajasthan,Jaipur,302018,12,16,28
2025-08-25,Rajasthan,Jaipur,302019,14,18,32
2025-08-25,Rajasthan,Jaipur,302022,9,8,17
2025-08-25,Rajasthan,Jaipur,302028,10,6,16
2025-08-25,Rajasthan,Jaipur,302029,25,24,49
2025-08-25,Rajasthan,Jaipur,303004,9,4,13
2025-08-25,Rajasthan,Jaipur,303009,8,6,14
2025-08-25,Rajasthan,Jaipur,303106,17,11,28
2025-08-25,Rajasthan,Jaipur,303119,16,15,31
2025-08-25,Rajasthan,Jaipur,303328,12,16,28
2025-08-25,Rajasthan,Jaipur,303338,21,14,35
2025-08-25,Rajasthan,Jaipur,303348,5,4,9
2025-08-25,Rajasthan,Jaipur,303507,2,2,4
2025-08-25,Rajasthan,Jaipur,303601,4,8,12
2025-08-25,Rajasthan,Jaipur,303706,5,11,16
2025-08-25,Rajasthan,Jaipur,303804,6,5,11
2025-08-25,Rajasthan,Jaipur,303904,5,5,10
2025-08-06,Rajasthan,Jaipur,302011,1,2,3
2025-08-06,Rajasthan,Jaipur,302015,8,11,19
2025-08-06,Rajasthan,Jaipur,302019,5,19,24
2025-08-06,Rajasthan,Jaipur,302028,16,25,41
2025-08-06,Rajasthan,Jaipur,302033,10,10,20
2025-08-06,Rajasthan,Jaipur,303009,6,7,13
2025-08-06,Rajasthan,Jaipur,303012,8,6,14
2025-08-06,Rajasthan,Jaipur,303108,55,27,82
2025-08-06,Rajasthan,Jaipur,303121,1,1,2
2025-08-06,Rajasthan,Jaipur,303602,3,9,12
2025-08-06,Rajasthan,Jaipur,303704,2,4,6
2025-08-06,Rajasthan,Jaipur,303706,7,10,17
2025-08-06,Rajasthan,Jaipur,303712,5,6,11
2025-08-06,Rajasthan,Jaipur,303801,3,9,12
2025-08-06,Rajasthan,Jaipur,303904,7,13,20
2025-08-06,Rajasthan,Jaipur,303908,18,13,31
2025-08-08,Rajasthan,Jaipur,302002,17,32,49
2025-08-08,Rajasthan,Jaipur,302011,1,2,3
2025-08-08,Rajasthan,Jaipur,302017,13,33,46
2025-08-08,Rajasthan,Jaipur,302022,1,1,2
2025-08-08,Rajasthan,Jaipur,302025,0,1,1
2025-08-08,Rajasthan,Jaipur,302032,1,2,3
2025-08-08,Rajasthan,Jaipur,302037,0,1,1
2025-08-08,Rajasthan,Jaipur,303102,17,13,30
2025-08-08,Rajasthan,Jaipur,303103,18,31,49
2025-08-08,Rajasthan,Jaipur,303105,11,12,23
2025-08-08,Rajasthan,Jaipur,303107,11,16,27
2025-08-08,Rajasthan,Jaipur,303108,53,18,71
2025-08-08,Rajasthan,Jaipur,303110,11,10,21
2025-08-08,Rajasthan,Jaipur,303302,3,5,8
2025-08-08,Rajasthan,Jaipur,303604,11,12,23
2025-08-08,Rajasthan,Jaipur,303803,7,10,17
2025-08-08,Rajasthan,Jaipur,303804,5,4,9
2025-08-18,Rajasthan,Jaipur,302011,1,0,1
2025-08-18,Rajasthan,Jaipur,302012,38,118,156
