date,state,district,pincode,demo_age_5_17,demo_age_17_,total_updates
2025-12-21,Rajasthan,Jaipur,302015,0,4,4
2025-12-21,Rajasthan,Jaipur,302018,0,6,6
2025-12-21,Rajasthan,Jaipur,302021,1,12,13
2025-12-21,Rajasthan,Jaipur,302039,0,16,16
2025-12-21,Rajasthan,Jaipur,303002,0,5,5
2025-12-21,Rajasthan,Jaipur,303004,0,1,1
2025-12-21,Rajasthan,Jaipur,303005,2,6,8
2025-12-21,Rajasthan,Jaipur,303006,1,4,5
2025-12-21,Rajasthan,Jaipur,303009,0,2,2
2025-12-21,Rajasthan,Jaipur,303104,0,5,5
2025-12-21,Rajasthan,Jaipur,303105,0,9,9
2025-12-21,Rajasthan,Jaipur,303302,0,1,1
2025-12-21,Rajasthan,Jaipur,303603,0,9,9
2025-12-22,Rajasthan,Jaipur,302011,0,3,3
2025-12-22,Rajasthan,Jaipur,302012,11,167,178
2025-12-22,Rajasthan,Jaipur,302016,7,95,102
2025-12-22,Rajasthan,Jaipur,302019,4,28,32
2025-12-22,Rajasthan,Jaipur,302023,0,2,2
2025-12-22,Rajasthan,Jaipur,303007,2,18,20
2025-12-22,Rajasthan,Jaipur,303109,4,19,23
2025-12-22,Rajasthan,Jaipur,303110,2,10,12
2025-12-22,Rajasthan,Jaipur,303301,2,22,24
2025-12-22,Rajasthan,Jaipur,303348,0,7,7
2025-12-22,Rajasthan,Jaipur,303602,2,10,12
2025-12-22,Rajasthan,Jaipur,303603,3,30,33
2025-12-22,Rajasthan,Jaipur,303704,3,7,10
2025-12-22,Rajasthan,Jaipur,303802,0,4,4
2025-12-13,Rajasthan,Jaipur,302011,0,4,4
2025-12-13,Rajasthan,Jaipur,302019,4,18,22
2025-12-13,Rajasthan,Jaipur,302020,5,63,68
2025-12-13,Rajasthan,Jaipur,302021,2,42,44
2025-12-13,Rajasthan,Jaipur,302022,1,10,11
2025-12-13,Rajasthan,Jaipur,302027,3,21,24
2025-12-13,Rajasthan,Jaipur,302033,1,30,31
2025-12-13,Rajasthan,Jaipur,302037,0,1,1
2025-12-13,Rajasthan,Jaipur,303012,3,33,36
2025-12-13,Rajasthan,Jaipur,303102,3,7,10
2025-12-13,Rajasthan,Jaipur,303305,1,9,10
2025-12-13,Rajasthan,Jaipur,303328,2,19,21
2025-12-13,Rajasthan,Jaipur,303702,0,13,13
2025-12-13,Rajasthan,Jaipur,303706,2,11,13
2025-12-13,Rajasthan,Jaipur,303712,1,9,10
2025-12-13,Rajasthan,Jaipur,303801,1,5,6
2025-12-13,Rajasthan,Jaipur,303804,1,9,10
2025-12-13,Rajasthan,Jaipur,303903,0,6,6
2025-12-14,Rajasthan,Jaipur,302013,0,8,8
2025-12-14,Rajasthan,Jaipur,302017,3,36,39
2025-12-14,Rajasthan,Jaipur,302025,0,1,1
2025-12-14,Rajasthan,Jaipur,302026,0,9,9
2025-12-14,Rajasthan,Jaipur,302033,1,18,19
2025-12-14,Rajasthan,Jaipur,303007,1,6,7
2025-12-14,Rajasthan,Jaipur,303008,0,4,4
2025-12-14,Rajasthan,Jaipur,303302,0,2,2
2025-12-14,Rajasthan,Jaipur,303305,0,3,3
2025-12-14,Rajasthan,Jaipur,303328,2,3,5
2025-12-14,Rajasthan,Jaipur,303601,0,5,5
2025-12-14,Rajasthan,Jaipur,303603,2,9,11
2025-12-14,Rajasthan,Jaipur,303704,0,4,4
2025-12-14,Rajasthan,Jaipur,303804,1,2,3
2025-12-14,Rajasthan,Jaipur,303903,2,1,3
2025-12-16,Rajasthan,Jaipur,302002,6,105,111
2025-12-16,Rajasthan,Jaipur,302012,19,180,199
2025-12-16,Rajasthan,Jaipur,302019,5,23,28
2025-12-16,Rajasthan,Jaipur,302020,6,89,95
2025-12-16,Rajasthan,Jaipur,302033,3,46,49
2025-12-16,Rajasthan,Jaipur,303001,1,13,14
2025-12-16,Rajasthan,Jaipur,303005,4,16,20
2025-12-16,Rajasthan,Jaipur,303102,2,11,13
2025-12-16,Rajasthan,Jaipur,303109,4,6,10
2025-12-16,Rajasthan,Jaipur,303301,6,26,32
2025-12-16,Rajasthan,Jaipur,303305,2,14,16
2025-12-16,Rajasthan,Jaipur,303338,1,12,13
2025-12-16,Rajasthan,Jaipur,303603,6,23,29
2025-12-16,Rajasthan,Jaipur,303701,1,12,13
2025-12-16,Rajasthan,Jaipur,303706,2,14,16
2025-12-16,Rajasthan,Jaipur,303806,2,11,13
2025-12-16,Rajasthan,Jaipur,303905,0,16,16
2025-12-15,Rajasthan,Jaipur,302013,2,41,43
2025-12-15,Rajasthan,Jaipur,302015,1,22,23
2025-12-15,Rajasthan,Jaipur,302023,0,4,4
2025-12-15,Rajasthan,Jaipur,302029,4,75,79
2025-12-15,Rajasthan,Jaipur,303004,1,2,3
2025-12-15,Rajasthan,Jaipur,303102,3,5,8
2025-12-15,Rajasthan,Jaipur,303107,0,9,9
2025-12-15,Rajasthan,Jaipur,303109,4,21,25
2025-12-15,Rajasthan,Jaipur,303301,3,33,36
2025-12-15,Rajasthan,Jaipur,303328,1,18,19
2025-12-15,Rajasthan,Jaipur,303603,7,32,39
2025-12-15,Rajasthan,Jaipur,303701,1,15,16
2025-12-17,Rajasthan,Jaipur,302001,0,24,24
2025-12-17,Rajasthan,Jaipur,302006,2,27,29
2025-12-17,Rajasthan,Jaipur,302011,0,5,5
2025-12-17,Rajasthan,Jaipur,302016,5,61,66
2025-12-17,Rajasthan,Jaipur,302031,4,42,46
2025-12-17,Rajasthan,Jaipur,303001,4,4,8
2025-12-17,Rajasthan,Jaipur,303002,0,10,10
2025-12-17,Rajasthan,Jaipur,303005,1,14,15
2025-12-17,Rajasthan,Jaipur,303102,2,17,19
2025-12-17,Rajasthan,Jaipur,303104,0,20,20
2025-12-17,Rajasthan,Jaipur,303107,0,11,11
2025-12-17,Rajasthan,Jaipur,303110,4,8,12
2025-12-17,Rajasthan,Jaipur,303305,1,11,12
2025-12-17,Rajasthan,Jaipur,303602,0,10,10
2025-12-17,Rajasthan,Jaipur,303801,1,7,8
2025-12-17,Rajasthan,Jaipur,303803,1,15,16
2025-12-17,Rajasthan,Jaipur,303804,2,3,5
2025-12-17,Rajasthan,Jaipur,303901,4,39,43
2025-12-17,Rajasthan,Jaipur,303908,3,11,14
2025-12-08,Rajasthan,Jaipur,302013,4,53,57
2025-12-08,Rajasthan,Jaipur,302017,5,62,67
2025-12-08,Rajasthan,Jaipur,302018,2,26,28
2025-12-08,Rajasthan,Jaipur,302022,0,12,12
2025-12-08,Rajasthan,Jaipur,302024,0,1,1
2025-12-08,Rajasthan,Jaipur,302029,6,73,79
2025-12-08,Rajasthan,Jaipur,303002,1,10,11
2025-12-08,Rajasthan,Jaipur,303012,3,23,26
2025-12-08,Rajasthan,Jaipur,303102,2,8,10
2025-12-08,Rajasthan,Jaipur,303109,1,16,17
2025-12-08,Rajasthan,Jaipur,303701,1,13,14
2025-12-08,Rajasthan,Jaipur,303712,0,14,14
2025-12-08,Rajasthan,Jaipur,303801,2,12,14
2025-12-08,Rajasthan,Jaipur,303803,3,23,26
2025-12-08,Rajasthan,Jaipur,303806,5,15,20
2025-12-08,Rajasthan,Jaipur,303905,0,13,13
2025-11-08,Rajasthan,Jaipur,302001,3,25,28
2025-11-08,Rajasthan,Jaipur,302013,7,34,41
2025-11-08,Rajasthan,Jaipur,302022,1,4,5
2025-11-08,Rajasthan,Jaipur,303001,3,4,7
2025-11-08,Rajasthan,Jaipur,303003,2,6,8
2025-11-08,Rajasthan,Jaipur,303108,4,25,29
2025-11-08,Rajasthan,Jaipur,303110,1,13,14
2025-11-08,Rajasthan,Jaipur,303119,0,6,6
2025-11-08,Rajasthan,Jaipur,303120,4,6,10
2025-11-08,Rajasthan,Jaipur,303601,0,1,1
2025-11-08,Rajasthan,Jaipur,303602,4,7,11
2025-11-08,Rajasthan,Jaipur,303604,2,14,16
2025-11-08,Rajasthan,Jaipur,303702,3,11,14
2025-11-08,Rajasthan,Jaipur,303803,0,2,2
2025-11-08,Rajasthan,Jaipur,303903,2,11,13
2025-11-07,Rajasthan,Jaipur,302001,4,36,40
2025-11-07,Rajasthan,Jaipur,302006,0,36,36
2025-11-07,Rajasthan,Jaipur,302015,0,13,13
2025-11-07,Rajasthan,Jaipur,302018,0,10,10
2025-11-07,Rajasthan,Jaipur,302032,0,3,3
2025-11-07,Rajasthan,Jaipur,303002,4,8,12
2025-11-07,Rajasthan,Jaipur,303003,1,9,10
2025-11-07,Rajasthan,Jaipur,303004,0,3,3
2025-11-07,Rajasthan,Jaipur,303006,0,5,5
2025-11-07,Rajasthan,Jaipur,303012,1,24,25
2025-11-07,Rajasthan,Jaipur,303107,1,12,13
2025-11-07,Rajasthan,Jaipur,303119,0,12,12
2025-11-07,Rajasthan,Jaipur,303120,1,8,9
2025-11-07,Rajasthan,Jaipur,303601,1,2,3
2025-11-07,Rajasthan,Jaipur,303603,2,14,16
2025-11-07,Rajasthan,Jaipur,303702,1,16,17
2025-11-07,Rajasthan,Jaipur,303712,1,12,13
2025-11-07,Rajasthan,Jaipur,303802,0,4,4
2025-11-11,Rajasthan,Jaipur,302011,0,4,4
2025-11-11,Rajasthan,Jaipur,302012,10,150,160
2025-11-11,Rajasthan,Jaipur,302021,2,35,37
2025-11-11,Rajasthan,Jaipur,302022,1,12,13
2025-11-11,Rajasthan,Jaipur,302026,1,34,35
2025-11-11,Rajasthan,Jaipur,302027,6,35,41
2025-11-11,Rajasthan,Jaipur,302033,2,26,28
2025-11-11,Rajasthan,Jaipur,303001,3,8,11
2025-11-11,Rajasthan,Jaipur,303006,1,16,17
2025-11-11,Rajasthan,Jaipur,303007,1,18,19
2025-11-11,Rajasthan,Jaipur,303103,7,23,30
2025-11-11,Rajasthan,Jaipur,303105,3,15,18
2025-11-11,Rajasthan,Jaipur,303507,0,1,1
2025-11-11,Rajasthan,Jaipur,303603,3,18,21
2025-11-11,Rajasthan,Jaipur,303702,3,22,25
2025-11-11,Rajasthan,Jaipur,303801,1,10,11
2025-11-11,Rajasthan,Jaipur,303802,1,5,6
2025-11-11,Rajasthan,Jaipur,303901,2,28,30
2025-11-14,Rajasthan,Jaipur,302019,2,29,31
2025-11-14,Rajasthan,Jaipur,302021,6,30,36
2025-11-14,Rajasthan,Jaipur,302029,6,74,80
2025-11-14,Rajasthan,Jaipur,303002,0,8,8
2025-11-14,Rajasthan,Jaipur,303107,1,7,8
2025-11-14,Rajasthan,Jaipur,303110,0,9,9
2025-11-14,Rajasthan,Jaipur,303338,2,14,16
2025-11-14,Rajasthan,Jaipur,303704,2,13,15
2025-11-14,Rajasthan,Jaipur,303803,0,14,14
2025-11-14,Rajasthan,Jaipur,303901,1,18,19
2025-11-14,Rajasthan,Jaipur,303903,3,11,14
2025-11-13,Rajasthan,Jaipur,302001,1,28,29
2025-11-13,Rajasthan,Jaipur,302003,1,108,109
2025-11-13,Rajasthan,Jaipur,302013,3,37,40
2025-11-13,Rajasthan,Jaipur,302019,3,24,27
2025-11-13,Rajasthan,Jaipur,302023,0,4,4
2025-11-13,Rajasthan,Jaipur,302027,1,40,41
2025-11-13,Rajasthan,Jaipur,302033,8,26,34
2025-11-13,Rajasthan,Jaipur,303007,1,16,17
2025-11-13,Rajasthan,Jaipur,303107,1,19,20
2025-11-13,Rajasthan,Jaipur,303305,1,19,20
2025-11-13,Rajasthan,Jaipur,303328,5,18,23
2025-11-13,Rajasthan,Jaipur,303602,2,11,13
2025-11-13,Rajasthan,Jaipur,303803,2,6,8
2025-11-13,Rajasthan,Jaipur,303905,1,14,15
2025-11-09,Rajasthan,Jaipur,302001,0,3,3
2025-11-09,Rajasthan,Jaipur,302002,4,43,47
2025-11-09,Rajasthan,Jaipur,302015,1,10,11
2025-11-09,Rajasthan,Jaipur,302021,0,18,18
2025-11-09,Rajasthan,Jaipur,302028,0,13,13
2025-11-09,Rajasthan,Jaipur,302039,0,7,7
2025-11-09,Rajasthan,Jaipur,303005,0,4,4
2025-11-09,Rajasthan,Jaipur,303006,0,1,1
2025-11-09,Rajasthan,Jaipur,303007,0,2,2
2025-11-09,Rajasthan,Jaipur,303009,0,1,1
2025-11-09,Rajasthan,Jaipur,303108,1,6,7
2025-11-09,Rajasthan,Jaipur,303109,1,0,1
2025-11-09,Rajasthan,Jaipur,303110,1,6,7
2025-11-09,Rajasthan,Jaipur,303602,0,2,2
2025-11-09,Rajasthan,Jaipur,303712,1,1,2
2025-11-09,Rajasthan,Jaipur,303904,2,3,5
2025-11-10,Rajasthan,Jaipur,302006,1,31,32
2025-11-10,Rajasthan,Jaipur,302020,7,50,57
2025-11-10,Rajasthan,Jaipur,302024,0,2,2
2025-11-10,Rajasthan,Jaipur,302026,3,15,18
2025-11-10,Rajasthan,Jaipur,302029,5,60,65
2025-11-10,Rajasthan,Jaipur,302037,0,3,3
2025-11-10,Rajasthan,Jaipur,303107,2,17,19
2025-11-10,Rajasthan,Jaipur,303108,3,27,30
2025-11-10,Rajasthan,Jaipur,303110,3,13,16
2025-11-10,Rajasthan,Jaipur,303120,2,18,20
2025-11-10,Rajasthan,Jaipur,303328,5,10,15
2025-11-10,Rajasthan,Jaipur,303701,0,10,10
2025-11-10,Rajasthan,Jaipur,303704,0,12,12
2025-11-10,Rajasthan,Jaipur,303706,0,6,6
2025-11-10,Rajasthan,Jaipur,303804,4,11,15
2025-11-10,Rajasthan,Jaipur,303905,1,6,7
2025-11-10,Rajasthan,Jaipur,303908,2,20,22
2025-11-12,Rajasthan,Jaipur,302004,6,53,59
2025-11-12,Rajasthan,Jaipur,302016,2,67,69
2025-11-12,Rajasthan,Jaipur,302018,2,17,19
2025-11-12,Rajasthan,Jaipur,302022,1,7,8
2025-11-12,Rajasthan,Jaipur,302027,0,18,18
2025-11-12,Rajasthan,Jaipur,302031,6,46,52
2025-11-12,Rajasthan,Jaipur,302033,1,30,31
2025-11-12,Rajasthan,Jaipur,303002,0,7,7
2025-11-12,Rajasthan,Jaipur,303003,0,10,10
2025-11-12,Rajasthan,Jaipur,303004,1,4,5
2025-11-12,Rajasthan,Jaipur,303119,0,10,10
2025-11-12,Rajasthan,Jaipur,303338,2,13,15
2025-11-12,Rajasthan,Jaipur,303507,0,1,1
2025-11-12,Rajasthan,Jaipur,303603,2,18,20
2025-11-15,Rajasthan,Jaipur,302012,15,157,172
2025-11-15,Rajasthan,Jaipur,302018,0,16,16
2025-11-15,Rajasthan,Jaipur,302019,4,21,25
2025-11-15,Rajasthan,Jaipur,302020,5,63,68
2025-11-15,Rajasthan,Jaipur,302027,2,19,21
2025-11-15,Rajasthan,Jaipur,302033,1,47,48
2025-11-15,Rajasthan,Jaipur,302037,0,2,2
2025-11-15,Rajasthan,Jaipur,303007,0,13,13
2025-11-15,Rajasthan,Jaipur,303008,4,17,21
2025-11-15,Rajasthan,Jaipur,303012,2,35,37
2025-11-15,Rajasthan,Jaipur,303107,4,8,12
2025-11-15,Rajasthan,Jaipur,303301,2,30,32
2025-11-15,Rajasthan,Jaipur,303712,0,6,6
2025-11-15,Rajasthan,Jaipur,303807,1,5,6
2025-11-15,Rajasthan,Jaipur,303901,3,15,18
2025-11-15,Rajasthan,Jaipur,303908,0,10,10
2025-11-16,Rajasthan,Jaipur,302012,3,47,50
2025-11-16,Rajasthan,Jaipur,302017,4,14,18
2025-11-16,Rajasthan,Jaipur,302021,0,7,7
2025-11-16,Rajasthan,Jaipur,302022,0,8,8
2025-11-16,Rajasthan,Jaipur,302024,0,1,1
2025-11-16,Rajasthan,Jaipur,302026,0,6,6
2025-11-16,Rajasthan,Jaipur,302028,0,5,5
2025-11-16,Rajasthan,Jaipur,302032,1,0,1
2025-11-16,Rajasthan,Jaipur,302034,0,1,1
2025-11-16,Rajasthan,Jaipur,303002,0,3,3
2025-11-16,Rajasthan,Jaipur,303008,2,8,10
2025-11-16,Rajasthan,Jaipur,303103,0,2,2
2025-11-16,Rajasthan,Jaipur,303104,0,3,3
2025-11-16,Rajasthan,Jaipur,303302,0,2,2
2025-11-16,Rajasthan,Jaipur,303704,0,1,1
2025-11-16,Rajasthan,Jaipur,303801,2,9,11
2025-11-16,Rajasthan,Jaipur,303803,0,4,4
2025-11-16,Rajasthan,Jaipur,303908,0,13,13
2025-11-17,Rajasthan,Jaipur,302002,3,39,42
2025-11-17,Rajasthan,Jaipur,302006,0,26,26
2025-11-17,Rajasthan,Jaipur,302016,4,82,86
2025-11-17,Rajasthan,Jaipur,302025,0,1,1
2025-11-17,Rajasthan,Jaipur,302039,5,32,37
2025-11-17,Rajasthan,Jaipur,303005,6,17,23
2025-11-17,Rajasthan,Jaipur,303007,2,15,17
2025-11-17,Rajasthan,Jaipur,303106,6,25,31
2025-11-17,Rajasthan,Jaipur,303107,2,5,7
2025-11-17,Rajasthan,Jaipur,303108,2,16,18
2025-11-17,Rajasthan,Jaipur,303348,1,12,13
2025-11-17,Rajasthan,Jaipur,303712,1,9,10
2025-11-17,Rajasthan,Jaipur,303802,0,8,8
2025-11-17,Rajasthan,Jaipur,303803,1,6,7
2025-11-18,Rajasthan,Jaipur,302001,0,38,38
2025-11-18,Rajasthan,Jaipur,302005,0,1,1
2025-11-18,Rajasthan,Jaipur,302006,3,39,42
2025-11-18,Rajasthan,Jaipur,302018,1,14,15
2025-11-18,Rajasthan,Jaipur,302019,0,18,18
2025-11-18,Rajasthan,Jaipur,302029,3,69,72
2025-11-18,Rajasthan,Jaipur,302037,0,1,1
2025-11-18,Rajasthan,Jaipur,303102,2,11,13
2025-11-18,Rajasthan,Jaipur,303107,2,9,11
2025-11-18,Rajasthan,Jaipur,303110,1,11,12
2025-11-18,Rajasthan,Jaipur,303328,2,19,21
2025-11-18,Rajasthan,Jaipur,303507,0,3,3
2025-11-18,Rajasthan,Jaipur,303603,3,18,21
2025-11-18,Rajasthan,Jaipur,303704,0,7,7
2025-11-18,Rajasthan,Jaipur,303706,1,11,12
2025-11-18,Rajasthan,Jaipur,303801,2,17,19
2025-11-18,Rajasthan,Jaipur,303908,1,9,10
2025-11-19,Rajasthan,Jaipur,302011,0,3,3
2025-11-19,Rajasthan,Jaipur,302013,1,38,39
2025-11-19,Rajasthan,Jaipur,302016,3,88,91
2025-11-19,Rajasthan,Jaipur,302028,4,18,22
2025-11-19,Rajasthan,Jaipur,302031,4,56,60
2025-11-19,Rajasthan,Jaipur,302032,0,5,5
2025-11-19,Rajasthan,Jaipur,302037,0,1,1
2025-11-19,Rajasthan,Jaipur,303104,4,18,22
2025-11-19,Rajasthan,Jaipur,303107,0,14,14
2025-11-19,Rajasthan,Jaipur,303110,2,10,12
2025-11-19,Rajasthan,Jaipur,303305,3,5,8
2025-11-19,Rajasthan,Jaipur,303328,1,19,20
2025-11-19,Rajasthan,Jaipur,303701,1,8,9
2025-11-19,Rajasthan,Jaipur,303702,6,10,16
2025-11-19,Rajasthan,Jaipur,303901,2,15,17
2025-11-20,Rajasthan,Jaipur,302013,2,32,34
2025-11-20,Rajasthan,Jaipur,302016,3,72,75
2025-11-20,Rajasthan,Jaipur,302020,4,68,72
2025-11-20,Rajasthan,Jaipur,302023,0,8,8
2025-11-20,Rajasthan,Jaipur,302024,1,3,4
2025-11-20,Rajasthan,Jaipur,302027,2,28,30
2025-11-20,Rajasthan,Jaipur,302039,4,43,47
2025-11-20,Rajasthan,Jaipur,303012,5,39,44
2025-11-20,Rajasthan,Jaipur,303110,2,10,12
2025-11-20,Rajasthan,Jaipur,303301,0,23,23
2025-11-20,Rajasthan,Jaipur,303602,3,4,7
2025-11-20,Rajasthan,Jaipur,303704,1,12,13
2025-11-20,Rajasthan,Jaipur,303803,1,8,9
2025-11-20,Rajasthan,Jaipur,303804,0,6,6
2025-11-20,Rajasthan,Jaipur,303805,0,25,25
2025-11-20,Rajasthan,Jaipur,303806,2,12,14
2025-11-20,Rajasthan,Jaipur,303807,1,4,5
2025-11-20,Rajasthan,Jaipur,303905,0,17,17
2025-11-20,Rajasthan,Jaipur,303908,0,19,19
2025-11-21,Rajasthan,Jaipur,302003,3,62,65
2025-11-21,Rajasthan,Jaipur,302006,2,36,38
2025-11-21,Rajasthan,Jaipur,302026,2,32,34
2025-11-21,Rajasthan,Jaipur,302027,3,37,40
2025-11-21,Rajasthan,Jaipur,302029,5,43,48
2025-11-21,Rajasthan,Jaipur,302031,3,53,56
2025-11-21,Rajasthan,Jaipur,302032,0,3,3
2025-11-21,Rajasthan,Jaipur,302039,3,41,44
2025-11-21,Rajasthan,Jaipur,303001,2,11,13
2025-11-21,Rajasthan,Jaipur,303106,1,17,18
2025-11-21,Rajasthan,Jaipur,303301,3,25,28
2025-11-21,Rajasthan,Jaipur,303602,0,5,5
2025-11-21,Rajasthan,Jaipur,303704,0,6,6
2025-11-01,Rajasthan,Jaipur,302001,1,25,26
2025-11-01,Rajasthan,Jaipur,302013,2,28,30
2025-11-01,Rajasthan,Jaipur,302015,1,18,19
2025-11-01,Rajasthan,Jaipur,302016,4,43,47
2025-11-01,Rajasthan,Jaipur,302017,4,33,37
2025-11-01,Rajasthan,Jaipur,302027,1,24,25
2025-11-01,Rajasthan,Jaipur,303005,1,10,11
2025-11-01,Rajasthan,Jaipur,303007,0,12,12
2025-11-01,Rajasthan,Jaipur,303105,3,9,12
2025-11-01,Rajasthan,Jaipur,303106,3,7,10
2025-11-01,Rajasthan,Jaipur,303301,1,17,18
2025-11-01,Rajasthan,Jaipur,303507,1,0,1
2025-11-01,Rajasthan,Jaipur,303601,0,1,1
2025-11-01,Rajasthan,Jaipur,303602,0,2,2
2025-11-01,Rajasthan,Jaipur,303603,6,13,19
2025-11-01,Rajasthan,Jaipur,303712,1,9,10
2025-11-01,Rajasthan,Jaipur,303804,0,11,11
2025-11-01,Rajasthan,Jaipur,303901,1,11,12
2025-11-01,Rajasthan,Jaipur,303905,1,14,15
2025-11-02,Rajasthan,Jaipur,302004,1,19,20
2025-11-02,Rajasthan,Jaipur,302015,0,4,4
2025-11-02,Rajasthan,Jaipur,302016,3,9,12
2025-11-02,Rajasthan,Jaipur,302019,0,11,11
2025-11-02,Rajasthan,Jaipur,302028,0,8,8
2025-11-02,Rajasthan,Jaipur,302029,1,18,19
2025-11-02,Rajasthan,Jaipur,302033,2,12,14
2025-11-02,Rajasthan,Jaipur,302039,1,11,12
2025-11-02,Rajasthan,Jaipur,303001,0,3,3
2025-11-02,Rajasthan,Jaipur,303002,0,1,1
2025-11-02,Rajasthan,Jaipur,303104,0,2,2
2025-11-02,Rajasthan,Jaipur,303105,0,3,3
2025-11-02,Rajasthan,Jaipur,303108,0,2,2
2025-11-02,Rajasthan,Jaipur,303109,0,2,2
2025-11-02,Rajasthan,Jaipur,303110,0,2,2
2025-11-02,Rajasthan,Jaipur,303338,1,3,4
2025-11-02,Rajasthan,Jaipur,303706,2,0,2
2025-11-02,Rajasthan,Jaipur,303904,0,3,3
2025-11-03,Rajasthan,Jaipur,302003,6,46,52
2025-11-03,Rajasthan,Jaipur,302013,4,16,20
2025-11-03,Rajasthan,Jaipur,302016,6,63,69
2025-11-03,Rajasthan,Jaipur,302025,0,1,1
2025-11-03,Rajasthan,Jaipur,302027,0,21,21
2025-11-03,Rajasthan,Jaipur,302034,1,12,13
2025-11-03,Rajasthan,Jaipur,303004,1,4,5
2025-11-03,Rajasthan,Jaipur,303006,0,5,5
2025-11-03,Rajasthan,Jaipur,303008,6,38,44
2025-11-03,Rajasthan,Jaipur,303105,2,12,14
2025-11-03,Rajasthan,Jaipur,303109,0,8,8
2025-11-03,Rajasthan,Jaipur,303328,1,14,15
2025-11-03,Rajasthan,Jaipur,303604,0,17,17
2025-11-03,Rajasthan,Jaipur,303704,1,8,9
2025-11-03,Rajasthan,Jaipur,303904,0,6,6
2025-11-03,Rajasthan,Jaipur,303908,1,7,8
2025-10-29,Rajasthan,Jaipur,302020,5,63,68
2025-10-29,Rajasthan,Jaipur,302023,0,5,5
2025-10-29,Rajasthan,Jaipur,302028,0,12,12
2025-10-29,Rajasthan,Jaipur,302029,4,55,59
2025-10-29,Rajasthan,Jaipur,302034,1,9,10
2025-10-29,Rajasthan,Jaipur,303005,0,16,16
2025-10-29,Rajasthan,Jaipur,303105,2,15,17
2025-10-29,Rajasthan,Jaipur,303348,2,8,10
2025-10-29,Rajasthan,Jaipur,303706,0,8,8
2025-10-29,Rajasthan,Jaipur,303807,3,4,7
2025-10-29,Rajasthan,Jaipur,303908,2,15,17
2025-10-30,Rajasthan,Jaipur,302004,0,41,41
2025-10-30,Rajasthan,Jaipur,302006,0,13,13
2025-10-30,Rajasthan,Jaipur,302017,5,41,46
2025-10-30,Rajasthan,Jaipur,302033,4,26,30
2025-10-30,Rajasthan,Jaipur,303004,0,3,3
2025-10-30,Rajasthan,Jaipur,303007,0,14,14
2025-10-30,Rajasthan,Jaipur,303103,1,13,14
2025-10-30,Rajasthan,Jaipur,303119,1,6,7
2025-10-30,Rajasthan,Jaipur,303120,0,6,6
2025-10-30,Rajasthan,Jaipur,303301,1,17,18
2025-10-30,Rajasthan,Jaipur,303701,1,5,6
2025-10-30,Rajasthan,Jaipur,303803,0,8,8
2025-10-30,Rajasthan,Jaipur,303805,1,12,13
2025-10-30,Rajasthan,Jaipur,303903,0,4,4
2025-11-22,Rajasthan,Jaipur,302013,5,18,23
2025-11-22,Rajasthan,Jaipur,302017,7,41,48
2025-11-22,Rajasthan,Jaipur,302018,1,8,9
2025-11-22,Rajasthan,Jaipur,302029,5,51,56
2025-11-22,Rajasthan,Jaipur,303004,0,5,5
2025-11-22,Rajasthan,Jaipur,303009,2,0,2
2025-11-22,Rajasthan,Jaipur,303102,0,5,5
2025-11-22,Rajasthan,Jaipur,303103,1,12,13
2025-11-22,Rajasthan,Jaipur,303105,0,5,5
2025-11-22,Rajasthan,Jaipur,303110,3,6,9
2025-11-22,Rajasthan,Jaipur,303120,0,4,4
2025-11-22,Rajasthan,Jaipur,303603,0,7,7
2025-11-22,Rajasthan,Jaipur,303905,1,11,12
2025-10-31,Rajasthan,Jaipur,302005,0,1,1
2025-10-31,Rajasthan,Jaipur,302018,0,12,12
2025-10-31,Rajasthan,Jaipur,303007,1,11,12
2025-10-31,Rajasthan,Jaipur,303102,1,11,12
2025-10-31,Rajasthan,Jaipur,303103,1,15,16
2025-10-31,Rajasthan,Jaipur,303108,2,23,25
2025-10-31,Rajasthan,Jaipur,303119,1,11,12
2025-10-31,Rajasthan,Jaipur,303305,1,7,8
2025-10-31,Rajasthan,Jaipur,303507,0,4,4
2025-10-31,Rajasthan,Jaipur,303601,1,6,7
2025-10-31,Rajasthan,Jaipur,303602,0,10,10
2025-10-31,Rajasthan,Jaipur,303704,0,8,8
2025-10-31,Rajasthan,Jaipur,303706,0,4,4
2025-10-31,Rajasthan,Jaipur,303804,1,9,10
2025-10-31,Rajasthan,Jaipur,303905,2,11,13
2025-10-31,Rajasthan,Jaipur,303908,0,9,9
2025-12-01,Rajasthan,Jaipur,302016,8,72,80
2025-12-01,Rajasthan,Jaipur,302020,4,61,65
2025-12-01,Rajasthan,Jaipur,302027,5,40,45
2025-12-01,Rajasthan,Jaipur,302028,3,16,19
2025-12-01,Rajasthan,Jaipur,302039,6,47,53
2025-12-01,Rajasthan,Jaipur,303001,0,7,7
2025-12-01,Rajasthan,Jaipur,303007,0,17,17
2025-12-01,Rajasthan,Jaipur,303107,1,11,12
2025-12-01,Rajasthan,Jaipur,303601,2,5,7
2025-12-01,Rajasthan,Jaipur,303701,3,15,18
2025-12-01,Rajasthan,Jaipur,303804,0,9,9
2025-12-01,Rajasthan,Jaipur,303806,0,9,9
2025-12-01,Rajasthan,Jaipur,303807,1,1,2
2025-12-01,Rajasthan,Jaipur,303901,1,22,23
2025-11-26,Rajasthan,Jaipur,302001,2,25,27
